words	cates	weights	nums
国画	n	14	20.59
诗词	n	23	31.02
沐浴	vi	18	24.31
政治经济学	n	2	3.2
倾倒	vi	38	44.05
留下来	v	25	34.45
商界	n	6	9.6
燕麦	n	3	4.8
兵力	n	8	13.11
已故	vn	9	14.71
交费	vi	11	13.56
落入	v	33	48.12
佼佼者	n	11	14.4
军属	n	17	17.02
流泪	vi	12	17.91
结盟	vi	4	5.39
交易额	n	5	8.31
瑰宝	n	5	6.4
封闭式	n	9	11.97
脑筋	n	15	20.16
光顾	v	9	13.35
片子	n	18	24.77
严于律己	vl	2	3.2
漫游	v	10	14.43
业户	n	2	3.2
义无反顾	vl	8	12.8
模特	n	23	30.12
交战	vn	1	1.6
版画	n	13	13.56
管理区	n	4	4.8
私有化	vn	5	8.62
战乱	n	7	11.82
贫富	n	1	1.6
不解	v	13	21.42
援建	v	12	15.49
温泉	n	30	35.29
奏效	vi	8	13.42
遗物	n	20	29.73
开挖	v	28	37.92
断流	v	8	11.2
故土	n	10	15.42
联系点	n	2	3.2
严重性	n	9	13.66
安定团结	nl	3	5.11
酷爱	v	8	11.2
座无虚席	vl	3	4.8
文化界	n	4	6.71
住处	n	26	36.38
曲目	n	2	3.2
编成	v	1	1.6
报关	vn	15	16.65
好戏	n	3	3.75
反省	vn	15	20.43
成材	vi	4	6.4
切忌	v	8	12.03
立于不败之地	vl	1	1.6
血脉	n	15	22.13
交融	vi	17	25.53
交替	vi	24	30.65
政风	n	4	6.4
接替	v	9	9.76
优劣	n	3	4.8
种养	vn	17	25.65
废气	n	8	9.6
战斗机	n	7	10.74
村组	n	15	20.03
通电	vi	3	4.8
民乐	n	2	3.2
情有独钟	vl	7	9.6
火山	n	11	14.07
命脉	n	2	3.2
程序性	n	9	10.15
做客	vi	21	31.09
扑火	v	21	29.11
全能	n	6	9.91
社员	n	23	23.06
事事	n	4	4.8
师范	n	14	21.73
厂里	n	5	6.95
综合征	n	39	33.62
工夫	n	11	16.55
枯竭	vi	11	9.82
结合部	n	9	11.25
造假	v	45	47.64
投资人	n	30	41.78
摄像机	n	12	18.46
责任者	n	3	5.11
中年人	n	6	9.6
巧克力	n	9	12.7
扑面而来	vl	9	13.35
电压	n	7	10.46
颤抖	vi	16	21.82
中西医	n	5	6.71
摇头	vi	9	13.66
葬礼	n	4	6.71
饭馆	n	6	9.6
抗诉	vi	10	12.64
树种	n	19	27.62
二氧化碳	n	23	23.54
牵涉	v	18	26.35
上衣	n	13	21.11
地表	n	31	44.51
偿付	v	3	4.8
集约	vd	19	22.13
寻访	v	27	35.51
精神病	n	55	42.47
倾心	vi	6	9.76
女装	n	2	4
热情洋溢	nl	3	4.8
奋起	vd	1	1.6
量子	n	42	31.43
通商	vi	1	1.6
神态	n	6	8.55
失落	vn	11	13.66
移居	v	6	8.31
样板	n	34	42.48
利弊	n	4	6.71
推敲	v	9	12.63
答道	v	5	8
公关	n	8	10.48
排长	n	11	15.85
羊羔	n	7	11.36
铺天盖地	vl	8	13.11
胎儿	n	55	37.01
蘑菇	n	29	22.92
尊师重教	nl	2	3.2
代号	n	8	12.8
疏散	v	64	76.97
脸色	n	24	30.83
小鸟	n	2	3.2
夜空	n	3	4.8
底层	n	8	13.42
苦练	v	10	16.93
剪纸	n	35	28.56
定性	vi	48	59.37
函授	vn	5	8.31
感慨万千	vl	4	6.4
高位	n	23	23.88
歪风	n	4	5.35
硬币	n	17	17.53
计费	vn	10	16.31
任重而道远	nl	3	4.8
区段	n	8	12.06
摆摊	v	7	11.51
销售量	n	8	13.39
真空	n	13	17.2
重负	n	6	9.6
初三	n	6	8.86
研究会	n	80	62.24
墓地	n	85	74.22
来势	n	2	3.2
武侠	n	1	1.6
笑话	n	17	24
天涯	n	9	15.3
本科生	n	37	46.49
告捷	vi	1	1.6
申请书	n	34	27.49
损耗	vn	4	6.71
飞扬	vi	14	21.42
劳资	n	3	4.8
冷却	v	6	9.6
姓氏	n	7	10.15
取材	vi	8	12.96
骨骼	n	17	25.37
猜测	vn	17	25.2
人寿保险	n	5	8
希尔顿	nz	1	1.6
值得一提	vl	7	9.6
鸟儿	n	13	19.82
差额	n	25	33.14
监察员	n	8	8.31
津津乐道	vl	3	4.8
生化	n	10	13.11
转载	v	47	42.07
此时此刻	nl	3	4.8
火花	n	9	13.66
一连串	n	10	8.33
石块	n	13	17.66
告终	vi	5	8
奋不顾身	vl	9	13.66
治标	vi	13	19.27
千差万别	vl	7	11.51
吆喝	v	15	22.52
小册子	n	2	3.2
杀死	v	11	18.53
眺望	v	5	8.59
死去	v	6	9.6
例会	n	3	4.8
举止	n	12	16.62
溢于言表	vl	7	9.6
闹市区	n	6	9.6
五年计划	n	1	1.6
铺平	v	4	6.4
军备	n	4	3.71
热土	n	8	13.11
色调	n	9	14.87
插话	vi	3	4.8
补种	v	14	13.51
通讯社	n	5	6.99
内核	n	8	12.65
话筒	n	4	6.4
登机	vi	25	29.99
深渊	n	8	13.11
三国演义	nz	2	3.2
烈士墓	n	9	13.66
点点	v	7	11.82
前程	n	6	8
开赴	v	5	8
霸权	n	3	4.8
出人意料	vl	6	9.6
良策	n	6	9.6
麻痹	vi	3	3.35
年华	n	17	24.69
大气层	n	4	5.11
人马	n	10	12.06
动静	n	19	29.88
先师	n	1	1.6
榜上有名	vl	6	8.55
潜入	v	12	19.36
原状	n	9	14.71
暖流	n	6	9.6
盈亏	n	3	4.8
强攻	v	3	4.8
死而后已	vl	1	1.6
辩解	vn	28	38.06
近似	v	6	6.7
头盔	n	25	26.61
尾巴	n	11	17.98
疑点	n	9	15.33
小道	n	8	9.06
dale	n	1	1.6
独创	v	5	6.4
教育课	n	5	8
闯荡	v	7	9.6
传人	n	12	16.86
抢先	vd	3	4.8
成因	n	31	39.19
赡养	vn	32	41.66
物理学	n	13	20.06
惯性	n	11	16.65
束手无策	vl	4	6.4
罐头	n	5	5.31
教书	vi	14	23.33
抽样调查	vl	5	8.31
祖宗	n	4	6.4
山野	n	3	4.8
指挥员	n	21	29.47
巡诊	vi	12	17.7
庇护	vn	7	10.19
数以千计	vl	3	4.8
管辖权	n	8	9.82
拔高	v	5	8
功利	n	25	38.24
气势磅礴	vl	5	8.31
问津	vi	1	1.6
河西走廊	n	9	13.35
夙愿	n	6	6.95
冲击力	n	14	19.51
水产业	n	1	1.6
僵持	vi	6	9.6
外表	n	23	36.89
小农	n	2	3.2
吉祥物	n	13	16.15
月经	n	16	18.34
戏称	v	15	18.97
各抒己见	vl	1	1.6
戒备	vi	13	16.62
烈火	n	3	4.8
营长	n	5	8
铁军	n	4	6.4
主创	vn	12	15.88
生还	vi	25	25.4
带兵	vi	3	4.8
望而却步	vl	12	16.05
快报	nthk	2	3.2
社会关系	nl	13	22.07
苍穹	n	4	4.8
群星	n	3	3.2
驾校	n	26	32.39
砖瓦	n	3	4.8
难以为继	vl	10	14.71
性命	n	17	28.14
印刷品	n	2	3.2
振作	v	2	3.2
表现力	n	3	4.8
人情味	n	8	14.56
基础科学	n	9	10.49
心弦	n	5	5.68
豆腐	n	14	18.3
碑文	n	6	8.22
农活	n	25	32.05
适逢	v	10	16
概况	n	3	4.8
圈子	n	22	33.44
复议	vi	27	20.96
大相径庭	vl	2	3.2
余热	n	10	15.01
真才实学	nl	3	4.8
恪尽	v	2	3.2
拼劲	n	3	3.75
头目	n	19	27.93
光环	n	9	11.71
捆绑	v	40	52.23
病危	vi	17	25.98
筹款	vi	50	50.24
下一场	n	2	3.2
医学界	n	8	12.96
良莠不齐	vl	10	14.95
儒学	n	13	13.44
物色	v	10	14.56
抵挡	v	5	8
回头客	n	3	4.8
配对	vn	10	13.7
应征	vi	4	6.71
取名	v	25	29.76
新锐	n	2	3.2
春意盎然	vl	12	19.79
重工业	n	4	6.4
展翅	vi	10	13.39
影视剧	n	10	13.7
声名	n	2	3.2
共命运	vl	4	5.35
快餐店	n	2	3.2
火海	n	4	6.4
生财	vi	19	8.27
身先士卒	vl	3	4.8
不锈钢	n	10	15.36
涉猎	v	5	8
再审	vi	38	30.19
外加	v	6	9.91
无价	vi	14	19.82
武装部	n	1	1.6
林带	n	7	11.51
报批	vn	23	28.58
作价	vi	5	6.99
断绝	v	11	9.28
joshua	nz	1	1.6
糊口	vi	10	16.31
沙丘	n	15	16.52
喷射	v	6	9.91
首饰	n	18	24.71
存栏	vn	15	18.37
保持者	n	2	3.2
经营户	n	10	16.16
示范县	n	9	13.72
风靡	v	17	23.96
起到	v	19	24.62
段子	n	28	37.75
击毙	v	8	11.79
步兵	n	3	4.8
报端	n	7	11.51
名酒	n	4	6.99
供应商	n	35	46.62
履约	vi	9	15.02
猫头鹰	n	3	5.11
准予	v	7	8.83
按捺不住	vl	4	6.4
圆形	n	11	16.59
同呼吸	vl	2	3.2
补丁	n	6	9.91
惊醒	v	7	10.15
泣不成声	vl	10	16.93
纵队	n	13	16.83
张罗	v	8	13.42
兼备	vi	3	4.8
科研所	n	1	1.6
开篇	n	1	1.6
诚心	n	2	3.2
相待	v	2	3.2
宣传员	n	5	8.31
袖手旁观	vl	4	6.71
航向	n	4	6.71
菜市场	n	40	38.99
形似	v	9	14.4
责任事故	nl	9	11.81
招数	n	3	4.8
拆迁户	n	2	3.2
热水	n	19	27
下地	vi	10	16.93
真面目	n	7	9.66
中枢	n	4	6.4
从艺	vi	4	5.11
虫害	n	4	6.85
冲刷	v	9	14.71
运输机	n	3	3.75
飘荡	v	5	8
征兆	n	12	17.91
驶过	v	8	11.36
好景不长	vl	11	15.5
火情	n	45	51.37
远行	vi	2	3.2
修炼	v	6	9.6
为民造福	vl	1	1.6
无害	vi	19	29.16
成风	vi	2	3.2
习性	n	7	11.51
音箱	n	10	15.7
吊唁	vi	5	6.62
不可多得	vl	4	6.4
正如	v	6	9.91
同时代	n	2	3.2
道谢	vi	13	20.06
风声	n	6	9.6
沥青	n	9	14.71
几何	n	17	17.94
红木	n	4	4.8
以防	v	22	25.76
骗人	vi	7	11.79
文化馆	n	7	11.36
保质	vn	6	9.6
客船	n	23	26.59
火警	n	7	10.5
墓穴	n	33	31.35
攻占	v	2	3.2
祭奠	vn	32	48.31
分心	vi	2	3.2
原价	n	16	24.11
出车	vi	21	20.68
打火	vi	2	1.6
树冠	n	10	15.36
皇宫	n	2	3.2
微不足道	vl	5	5.31
情势	n	3	3.2
杂费	n	2	3.2
宗族	n	8	12.06
汉堡	nms	2	3.2
无与伦比	vl	4	6.4
贫困生	n	3	4.8
瓜分	v	3	4.8
衣裳	n	3	4.8
读者群	n	2	3.2
分销	vn	12	17.45
词语	n	16	20.13
错觉	n	5	8
唁电	n	2	3.2
沉积	v	11	18.07
先天不足	vl	2	4
天下第一	vl	11	12.54
喜结良缘	vl	1	1.6
经络	n	6	9.6
算法	n	30	37.31
划破	v	12	19.36
千篇一律	vl	10	14.74
瞬息万变	vl	2	3.2
岗亭	n	12	18.1
冻伤	v	3	4.8
出错	vi	6	9.91
了结	v	3	4.8
概述	vn	1	1.6
掉头	vi	13	20.13
立下	v	5	8.31
取水	v	10	13.3
速率	n	16	23.95
军事化	vn	6	11.26
流氓罪	n	1	1.6
切中	v	5	8.16
煎熬	vn	11	16.83
猫腻	n	18	28.8
引得	v	15	21.85
出师	vi	5	8.8
微波炉	n	9	10.46
越野车	n	26	38.91
白莲	n	1	1.6
房主	n	19	25.11
义气	n	8	12.34
功业	n	1	1.6
平常心	n	4	6.4
州府	n	2	3.2
体态	n	5	8.62
书生	n	3	4.8
大吃一惊	vl	6	9.91
侵略军	n	4	5.35
战功	n	8	13.11
抱病	vi	1	1.6
缝合	vn	12	19.51
水深	n	13	21.24
车身	n	35	44.67
责怪	v	24	29.68
松林	n	4	6.4
救死扶伤	vl	13	21.73
标榜	v	3	4.8
涟漪	n	6	9.6
还击	vn	5	6.99
依赖性	n	4	6.71
身临其境	nl	11	16.16
工棚	n	4	6.4
正名	vi	8	7.46
民国	n	35	38.52
真迹	n	6	7.16
居住地	n	15	21.17
表演者	n	2	3.2
发亮	vi	6	9.6
代代相传	vl	9	14.71
校方	n	70	83.53
冰面	n	9	12.34
回绝	v	5	8
楼宇	n	11	17.17
走南闯北	vl	5	8.31
光大	v	13	7.98
陆路	n	8	11.02
隔绝	v	4	6.4
文笔	n	8	6.99
目击	vn	8	13.11
豆制品	n	5	8.31
充盈	v	5	6.4
接踵而来	vl	5	6.4
叮咛	vn	3	4.8
尽力而为	vl	2	3.2
免试	vd	23	22.59
水流	n	28	34.09
山脉	n	15	24.29
火山口	n	2	3.2
巴掌	n	4	6.99
一边倒	vi	1	1.6
哗众取宠	vl	3	4.8
迎来送往	vl	2	3.2
化身	n	12	17.64
顽固派	n	6	6.95
重创	v	6	9.91
底气	n	35	50.93
臂膀	n	1	1.6
本分	n	7	11.2
时局	n	1	1.6
重操旧业	vl	8	12.65
船舱	n	10	13.7
走样	vi	6	8.55
玻璃窗	n	6	8.55
欠账	vi	5	8.31
翻修	v	6	9.76
贫困面	n	2	3.2
落马	vi	5	6.74
耗尽	v	11	15.3
重合	vi	8	11.79
爱鸟	vn	11	14.3
水表	n	2	3.2
管网	n	45	54.77
文娱	n	9	12.08
退场	vi	5	6.99
未遂	vn	12	17.21
诱因	n	12	17.41
螃蟹	n	17	17.85
发高烧	vl	1	1.6
肌肤	n	3	4.8
中老年人	n	44	54.02
机队	n	5	8
休整	v	14	21.97
迷雾	n	4	6.4
警报	n	13	20.96
树龄	n	5	6.62
部下	n	6	9.91
上尉	n	5	7.82
陵墓	n	5	7.26
略带	v	6	9.6
惦念	v	2	3.2
恩怨	n	1	1.6
珍宝	n	7	8.59
碎石	n	30	23.31
广电	n	40	37.22
爱不释手	vl	2	3.2
野花	n	3	4.8
肥力	n	7	10.19
哄抢	v	16	20.88
单词	n	19	28.75
脑细胞	n	5	8
煞费苦心	vl	5	8
客观性	n	4	6.71
弥留	vi	5	8
入睡	vi	42	54.98
捕获	v	10	15.02
肉质	n	3	4.8
蒸汽	n	31	25.67
伺候	v	7	10.13
淤泥	n	22	29.61
金字招牌	nl	4	6.4
纲领性	n	2	3.2
出产	v	8	11.75
笔画	n	2	3.2
接访	n	6	9.91
释疑	vi	8	12.96
俗语	n	4	5.35
一意孤行	vl	2	3.2
修身	vi	4	6.4
法治化	v	18	18.82
车库	n	39	44.57
欢歌笑语	nl	2	3.2
空隙	n	7	11.2
金桥	n	3	7.82
土地改革	nl	1	1.6
忐忑不安	vl	2	1.6
遥想	v	3	3.2
妇孺皆知	vl	1	1.6
争鸣	vi	1	1.6
西半球	n	1	1.6
边城	n	4	6.4
消防车	n	74	57.61
聚合	vi	12	15.95
包公	n	2	3.2
最高院	n	5	8.31
输赢	n	5	6.99
有机物	n	29	26.16
算作	v	2	3.2
西医	n	4	6.71
眨眼	vi	12	18.14
歼灭	v	3	4.8
为所欲为	vl	1	1.6
纸片	n	11	6.35
堆肥	n	1	1.6
摄取	v	6	9.91
平心而论	vl	2	3.2
机务	n	14	16.72
不辞辛苦	vl	3	4.8
菩萨	n	2	3.2
遮掩	v	2	3.2
装入	v	6	9.91
塑胶	n	7	11.51
定名	vi	4	6.4
工艺美术	nl	7	9.82
店家	n	47	59.39
老师傅	n	3	4.8
看得出	v	2	3.2
夹缝	n	7	9.91
奇景	n	3	4.8
统称	vn	9	14.99
书香	n	10	12.89
烟火	n	9	8.22
群雄	n	1	1.6
老弱病残	n	3	4.8
超声	n	21	20.55
得名	v	8	12.06
微乎其微	vl	2	3.2
人名	n	2	3.2
论点	n	2	3.2
似曾相识	vl	3	3.2
条条框框	n	4	6.4
大专班	n	1	1.6
忘情	vi	2	3.2
变现	vn	31	43.48
求生	vi	7	11.51
天真烂漫	vl	2	3.2
厅堂	n	1	1.6
工位	n	18	14.88
端坐	vi	5	8
行政诉讼	nl	21	25.73
归口	vd	8	13.11
碰壁	vi	8	11.75
跑车	v	16	24.04
星座	n	41	26.89
知之甚少	vl	5	6.4
土木	n	12	18.13
伪报	v	3	3.2
餐具	n	48	51.22
存档	vi	10	15.3
娓娓道来	vl	5	8
超乎	v	7	11.51
羁绊	n	3	4.8
控制权	n	1	1.6
原料药	n	37	36.94
公文	n	14	13.78
储藏	vn	7	11.2
督学	vi	1	1.6
馆舍	n	2	3.2
浴场	n	7	9.42
炙手可热	vl	9	12.3
营生	vi	8	13.11
减压	vi	35	41.38
年历	n	1	1.6
见怪不怪	vl	3	4.8
救生	vn	15	20.1
尘封	v	7	11.2
人类学	n	4	5.35
响彻	v	7	11.51
冤枉	v	10	16.31
见于	v	4	6.4
宠儿	n	4	7.2
争奇斗艳	vl	3	4.8
林火	n	6	9.91
火烧	n	16	15.86
顽童	n	3	4.8
道士	n	1	1.6
退让	vn	3	4.8
无敌	vi	5	8
出嫁	vi	11	15.33
野草	n	7	11.82
拍案而起	vl	1	1.6
人像	n	4	6.71
老母	n	3	4.8
植根于	v	2	3.2
溶化	v	1	1.6
后事	n	14	20.22
服药	vi	23	31.64
采样	vi	34	36.78
首批	n	14	19.99
卫生所	n	2	3.2
清缴	v	1	1.6
骑马	vi	9	13.66
以理服人	vl	3	4.8
落款	n	18	26.69
要约	n	3	4.8
联席会	n	8	11.75
舞台剧	n	2	3.2
悬赏	v	26	15.28
highlight	n	1	1.6
减掉	v	7	11.36
将门	n	3	4.8
电信网	n	1	1.6
党龄	n	4	6.4
精明能干	vl	2	4
立身	v	1	1.6
闲聊	v	16	23.52
窃取	v	20	23.6
虎视眈眈	vl	1	1.6
喘息	vi	3	4.8
歙砚	n	1	1.6
校对	n	10	16.62
母鸡	n	2	3.2
张望	v	7	11.51
脱手	vi	1	1.6
勤工俭学	vl	5	7.26
永葆青春	vl	2	1.6
大行其道	vl	4	6.4
坏死	vi	15	18.15
巷道	n	15	21.24
公使	n	1	1.6
不屑一顾	vl	1	1.6
所剩无几	vl	8	13.11
吃光	v	1	1.6
因人而异	vl	5	8
精神抖擞	vl	5	8
病菌	n	5	8
街景	n	1	1.6
自传	v	1	1.6
房款	n	10	16.47
残片	n	1	1.6
残破	vi	2	3.2
重见天日	vl	2	4
一无所获	vl	7	9.1
过户	vn	18	24.95
春晖	n	15	13.02
人去楼空	vl	11	14.21
婉拒	v	11	18.22
播音	vn	3	3.75
山鸡	n	1	1.6
夺目	vn	3	4.8
啼哭	vi	6	9.6
连天	vd	3	4.8
吩咐	vn	1	1.6
大雁	n	11	13.49
孩童	n	20	28.13
灰烬	n	1	1.6
亲兄弟	n	4	6.71
独占鳌头	vl	1	1.6
快感	n	8	11.51
猫眼	n	15	14.08
慧眼	n	3	4.8
见面会	n	11	16.37
怠慢	v	6	8.55
火源	n	4	6.4
灵柩	n	1	1.6
产卵	vi	6	9.76
时令	n	7	11.2
铁蹄	n	1	1.6
死因	n	5	8
近现代史	n	4	5.35
速效	n	7	11.2
获知	v	6	9.6
有机可乘	vl	5	8
衣冠	n	2	3.2
果不其然	vl	9	13.35
心悦诚服	vl	1	1.6
建议案	n	2	3.2
选修	v	7	10.46
分校	n	29	39.22
逆行	vi	52	63.82
大人物	n	2	3.2
宣传日	n	4	4.8
独舞	n	2	3.2
集中度	n	5	5.31
消息报	n	2	3.2
末日	n	2	1.6
血泊	n	5	6.95
商号	n	2	3.2
通气	vi	10	11.56
鸟鸣	n	7	11.51
闻名中外	vl	3	4.8
游记	n	7	9.6
红帽	n	3	4.8
师承	vn	13	11.98
北半球	n	4	6.71
摸爬滚打	vl	4	6.4
搜身	vn	2	3.2
料想	v	1	1.6
衰败	vi	3	4.8
提携	v	2	3.2
伯乐	n	5	8.31
附上	v	3	4.8
遗传性	n	16	11.5
嘀咕	v	8	10.15
赌场	n	87	54.54
暂住证	n	1	1.6
电磁	n	5	6.95
试问	v	1	1.6
营养品	n	5	8
镀膜	n	1	1.6
云层	n	3	4.8
神龙	nz	1	1.6
单干	vi	1	1.6
单行线	n	3	3.2
顺藤摸瓜	vl	17	26.07
鱼肉	n	3	4.8
木桩	n	3	4.8
墓碑	n	33	41.72
少尉	n	2	3.2
港城	n	3	4.8
搪塞	v	14	15.54
断电	vi	15	20.82
农大	n	2	3.2
失血	vi	4	4.8
候诊	vn	4	5.6
讨厌	v	9	13.35
深信不疑	vl	8	11.26
老茧	n	12	18.22
盲点	n	11	15.64
豆科	n	1	1.6
为伍	vi	2	3.2
衣袖	n	2	3.2
打垮	v	3	4.8
愁眉不展	vl	4	6.4
讯问	v	61	61
功用	n	3	4.8
魔芋	n	4	5.68
入户	v	14	21.76
趋之若鹜	vl	4	6.4
门锁	n	11	16.47
攻击力	n	3	5.6
研究生班	n	2	3.2
警容	n	2	3.2
执勤点	n	9	12.46
火苗	n	10	17.11
法理	n	8	12.06
尾部	n	11	14.71
生灵涂炭	vl	1	1.6
偃旗息鼓	vl	1	1.6
强权	n	1	1.6
地球仪	n	2	3.2
转转	v	12	18.31
发生器	n	1	1.6
大家族	n	3	4.8
牛犊	n	3	3.75
一草一木	nl	9	11.5
兽类	n	1	1.6
盘踞	v	19	24.39
石棉	n	1	1.6
造化	n	3	4.8
说理	vn	14	20.12
危险品	n	31	37.2
油罐	n	12	18.87
多管齐下	vl	12	20.29
花都	n	9	11.96
村屯	n	4	6.4
阔叶树	n	2	3.2
于事无补	vl	3	4.8
幼教	n	3	4.8
电量	n	8	11.54
变性	vn	7	7.55
认得	v	4	6.4
裤腿	n	4	6.4
出逃	vi	11	17.21
何去何从	vl	12	11.96
车底	n	5	8
心迹	n	1	1.6
桥头堡	n	3	5.11
外力	n	14	15.66
供水量	n	2	3.2
优选	v	4	6.4
共聚	vi	7	11.51
停停	v	5	6.95
扭头	vi	4	6.71
跳楼	v	18	17.38
幼童	n	5	8.31
含水量	n	2	3.2
沿河	n	12	17.95
瞥见	v	2	3.2
烧烤	vn	17	24.3
趴下	vi	3	4.03
社稷	n	4	5.35
永葆	nr2	2	3.2
帮帮	v	7	9.91
原形	n	4	5.63
文房四宝	nl	1	1.6
核磁共振	n	6	10.22
奇想	n	6	8.55
百货商店	n	2	3.2
船桨	n	2	3.2
完好无损	vl	4	6.4
风吹雨打	vl	2	3.2
新词	n	2	3.2
鸣响	vi	2	3.2
残渣	n	13	18.84
睡着	v	10	16
脑门	n	2	3.2
苦痛	n	1	1.6
混同	vi	2	3.2
继承人	n	15	18.47
殉国	vi	4	5.35
伤兵	n	1	1.6
棺材	n	6	9.6
故国	n	2	3.2
密闭	vn	14	20.04
哼唱	v	3	4.8
苦思冥想	vl	3	4.8
铠甲	n	5	8.31
优惠价	n	2	3.2
合体	n	2	3.2
画法	n	10	6.27
肿大	vi	13	13.18
不在话下	vl	4	6.4
录音机	n	1	1.6
白花	nz	15	6.36
横扫	v	2	3.2
笔名	n	1	1.6
盘点	v	8	12.8
战死	v	2	3.2
相貌	n	10	15.02
扇子	n	4	6.4
我行	n	1	1.6
伯母	n	4	5.39
艳阳	n	6	8.55
玩玩	v	6	9.91
过目不忘	vl	1	1.6
虎头	n	3	4.8
把持	v	8	13.11
蔗糖	n	8	10.68
存货	n	3	4.8
倒入	v	13	16.1
装饰品	n	3	4.8
局域网	n	5	5.68
彩绘	n	9	9.07
暴富	v	6	8.55
猎奇	vi	11	16
神采奕奕	vl	7	11.82
哭喊	v	8	12.96
鱼种	n	3	4.8
童真	n	2	3.2
保险杠	n	7	11.51
手持	v	11	17.17
革命军	n	4	4.8
伏击	vn	1	1.6
后背	n	18	22.73
政治化	v	1	1.6
附庸	n	1	1.6
古训	n	2	3.2
相亲相爱	vl	2	3.2
游历	v	5	8.31
螺栓	n	5	7.82
老父	n	6	8
套管	n	1	1.6
土匪	n	1	1.6
输氧	vn	1	1.6
叫醒	v	11	18.53
茅草屋	n	3	4.8
红细胞	n	10	11.51
撒手	vi	2	3.2
江河水	n	1	1.6
峰值	n	27	31.53
均值	n	9	10.11
苫布	n	2	3.2
返工	vi	3	4.8
伪证	n	4	6.4
马术	n	15	16.09
马达	n	4	4.08
恒心	n	5	8
拗不过	v	5	8
房管	vn	19	19.62
发来	v	6	9.91
对冲	vn	5	6.99
定时炸弹	nl	8	14.4
怨恨	v	2	3.2
大秧歌	n	1	1.6
闹钟	n	13	16.47
撒谎	vi	5	7.75
医学史	n	2	3.2
铁水	n	6	6.91
创始	vn	9	14.71
家信	n	1	1.6
箭步	n	2	3.2
劝慰	v	5	6.62
逛逛	v	4	6.4
未婚妻	n	5	8.31
车次	n	5	8.31
人工流产	nl	2	3.2
仙子	n	4	6.4
珙桐	n	2	3.2
肾脏	n	24	29.12
视神经	n	5	8.31
电解铝	n	2	3.2
示众	vi	1	1.6
冰窖	n	1	1.6
后继乏人	vl	3	4.8
变态	n	3	4.8
俗名	n	1	1.6
火眼金睛	nl	18	29.19
场子	n	2	3.2
勤学苦练	vl	6	9.91
戛然而止	vl	7	10.46
推拿	vi	27	27.15
马赛克	n	2	3.2
被害	vi	34	42.14
骑兵	n	4	6.4
全歼	vn	5	8
后山	n	7	11.02
凋零	vi	7	7.16
信访件	n	4	4.8
有救	vi	4	6.4
杂念	n	3	4.8
宣教	v	14	21.27
因小失大	vl	2	3.2
踏入	v	3	4.8
身披	v	1	1.6
清运	vn	40	38.74
回溯	v	8	12.96
长椅	n	6	8.55
情侣	n	32	36.1
英雄豪杰	n	1	1.6
暗算	vn	1	1.6
发笑	vi	2	3.2
皇上	n	2	3.2
马蹄	n	3	4.8
沉吟	v	1	1.6
烦扰	vn	1	1.6
寨里	n	1	1.6
导诊	v	4	6.4
按部就班	vl	5	8.31
摘除	v	8	12.96
访友	vi	5	8
粘土	n	1	1.6
出版局	n	5	4.31
弦乐	n	1	1.6
椰林	n	2	3.2
反诉	vi	1	1.6
土语	n	2	3.2
检察员	n	4	6.4
熊猫馆	n	1	1.6
危言耸听	vl	6	9.91
繁体	n	1	1.6
须眉	n	7	6.95
睡衣	n	3	4.8
浸入	v	3	4.8
休养生息	vl	6	10.22
战马	n	1	1.6
目视	v	2	3.2
伪军	n	13	13
瑞雪兆丰年	nl	2	4
抖动	v	6	9.6
杀戮	v	6	9.91
划线	vi	4	4.8
垂青	vi	2	3.2
乘数	n	1	1.6
绣花	vi	8	11.73
分内事	n	4	6.71
工装	n	8	11.54
急用	v	10	13.9
换洗	v	5	8
华龙	nz	6	7.5
创建者	n	4	4.8
浮沉	vi	2	3.2
四邻	n	3	4.8
玉兔	nz	7	8.06
路由器	n	4	6.4
交配	vi	4	5.63
敲定	v	6	8
杂居	vi	2	3.2
荷包	n	2	3.2
信息库	n	11	18.01
画技	n	2	3.2
废油	n	2	3.2
站位	n	18	23.38
调理	v	15	23.8
留党察看	vl	3	4.8
彻夜不眠	vl	1	1.6
换班	vi	3	4.8
如坐针毡	vl	1	1.6
萨克斯	n	4	6.71
高空作业	nl	3	4.8
用材	n	3	4.8
劝和	vi	3	4.8
生意人	n	3	4.8
迷糊	vi	2	3.2
盘古	n	1	1.6
遮蔽	v	5	8.31
高调	n	12	20.62
音信	n	3	4.8
传染源	n	1	1.6
棍子	n	4	6.4
顺从	v	6	8.8
热恋	v	7	4.8
液态水	n	2	1.6
硫磺	n	9	9.2
省籍	n	1	1.6
韭菜	n	10	14.62
肄业	vi	2	3.2
涂改	v	3	4.8
兼课	vi	1	1.6
坡度	n	11	15.19
后脚	n	4	6.4
朝外	nz	2	3.2
立正	vi	1	1.6
划痕	n	3	4.8
婴幼	n	1	1.6
刷刷	v	1	1.6
考勤	vi	6	8.59
保有	v	2	3.2
古木	n	3	4.8
明示	v	18	23.86
自燃	vi	23	25.63
特聘	vn	11	16.9
异质性	n	2	3.2
豪言壮语	nl	1	1.6
辅以	v	1	1.6
林肯	nz	1	1.6
发还	v	9	13.14
流程图	n	3	5.11
记者证	n	5	5.11
官商	n	3	5.39
辞别	v	1	1.6
描画	v	1	1.6
风起云涌	vl	1	1.6
有感于	v	1	1.6
